City,State,Type,Counties,Population,Latitude,Longitude
Jefferson,NH,Town,Coos,1043,44.4,-71.475
Lake St Croix Beach,MN,City,Washington,1043,44.924,-92.765
Brownington,VT,Town,Orleans,1042,44.842,-72.15
Sloan,IA,City,Woodbury,1042,42.232,-96.226
Wooster,AR,Town,Faulkner,1042,35.2,-92.45
Forrest,IL,Village,Livingston,1041,40.751,-88.41
Rossville,TN,Town,Fayette,1041,35.039,-89.568
Center Harbor,NH,Town,Belknap,1040,43.712,-71.501
Muldraugh,KY,City,Meade;Hardin,1040,37.936,-85.992
Stamford,NY,Village,Delaware,1040,42.409,-74.617
Buffalo,OK,Town,Harper,1039,36.835,-99.628
Clarence,IA,City,Cedar,1039,41.886,-91.057
Cool Valley,MO,City,St. Louis,1039,38.725,-90.306
Grant,AL,Town,Marshall,1039,34.516,-86.258
Hamlin,WV,Town,Lincoln,1039,38.277,-82.103
Rosendale,WI,Village,Fond du Lac,1039,43.809,-88.672
Dunlap,IA,City,Harrison;Crawford,1038,41.852,-95.601
Littleville,AL,Town,Colbert,1038,34.595,-87.671
Ivey,GA,City,Wilkinson,1037,32.91,-83.3
Lyndon,KS,City,Osage,1037,38.612,-95.685
Plains,KS,City,Meade,1037,37.264,-100.59
Turtle Lake,WI,Village,Barron;Polk,1037,45.393,-92.144
Bolivar,WV,Town,Jefferson,1036,39.324,-77.752
Craig,AK,City,Prince of Wales-Hyder,1036,55.493,-133.113
Falls Creek,PA,Borough,Clearfield;Jefferson,1036,41.142,-78.807
Lucama,NC,Town,Wilson,1036,35.645,-78.007
Morton,WA,City,Lewis,1036,46.557,-122.281
Elkhorn City,KY,City,Pike,1035,37.303,-82.351
Occoquan,VA,Town,Prince William;Fairfax,1035,38.68,-77.259
Slaughter,LA,Town,East Feliciana,1035,30.728,-91.136
Tuscarawas,OH,Village,Tuscarawas,1035,40.392,-81.397
Apache,OK,Town,Caddo,1034,34.894,-98.359
Barnsdall,OK,City,Osage,1034,36.56,-96.162
Hesperia,MI,Village,Oceana;Newaygo,1034,43.569,-86.041
Janesville,IA,City,Bremer;Black Hawk,1034,42.646,-92.462
Killen,AL,Town,Lauderdale,1034,34.86,-87.531
Marion,TX,City,Guadalupe,1034,29.573,-98.143
Shelton,NE,Village,Buffalo,1034,40.779,-98.731
Thomasboro,IL,Village,Champaign,1034,40.244,-88.187
Edisto Beach,SC,Town,Colleton,1033,32.499,-80.313
Minturn,CO,Town,Eagle,1033,39.536,-106.382
Winfield,IA,City,Henry,1033,41.126,-91.438
Winter Park,CO,Town,Grand,1033,39.878,-105.783
Appleton City,MO,City,St. Clair,1032,38.191,-94.032
Bloomingburg,NY,Village,Sullivan,1032,41.555,-74.442
Lily Lake,IL,Village,Kane,1032,41.951,-88.474
Snead,AL,Town,Blount,1032,34.12,-86.39
Sundance,WY,Town,Crook,1032,44.405,-104.366
Treynor,IA,City,Pottawattamie,1032,41.232,-95.606
Washburn,IL,Village,Woodford;Marshall,1032,40.92,-89.292
Washington,VT,Town,Orange,1032,44.072,-72.422
Clay,KY,City,Webster,1031,37.476,-87.82
Purdy,MO,City,Barry,1031,36.819,-93.921
Urbancrest,OH,Village,Franklin,1031,39.902,-83.088
Wister,OK,Town,Le Flore,1031,34.97,-94.721
Genesee,ID,City,Latah,1030,46.551,-116.929
Gilcrest,CO,Town,Weld,1029,40.284,-104.782
Hemphill,TX,City,Sabine,1029,31.343,-93.852
Weeping Water,NE,City,Cass,1029,40.869,-96.14
Jackson,NH,Town,Carroll,1028,44.187,-71.18
Millington,MI,Village,Tuscola,1028,43.276,-83.526
Alto,TX,Town,Cherokee,1027,31.651,-95.071
Beach Haven,NJ,Borough,Ocean,1027,39.576,-74.252
Colbert,OK,Town,Bryan,1027,33.858,-96.504
Eden Valley,MN,City,Meeker;Stearns,1027,45.327,-94.546
New Franklin,MO,City,Howard,1027,39.015,-92.745
Robert Lee,TX,City,Coke,1027,31.895,-100.486
Ashley,IN,Town,Steuben;DeKalb,1026,41.52,-85.062
Garland,ME,Town,Penobscot,1026,45.054,-69.158
Maricopa,CA,City,Kern,1026,35.058,-119.399
Milledgeville,IL,Village,Carroll,1026,41.964,-89.775
Tunica,MS,Town,Tunica,1026,34.688,-90.381
Caldwell,KS,City,Sumner,1025,37.035,-97.609
Franklin,ID,City,Franklin,1025,42.012,-111.804
Payson,IL,Village,Adams,1025,39.817,-91.244
Belle Vernon,PA,Borough,Fayette,1024,40.125,-79.866
Lakeview,MI,Village,Montcalm,1024,43.441,-85.271
Carrollton,AL,Town,Pickens,1023,33.262,-88.095
Dryden,MI,Village,Lapeer,1023,42.946,-83.124
Hawesville,KY,City,Hancock,1023,37.897,-86.748
Abbottstown,PA,Borough,Adams,1022,39.882,-76.993
Charleston,VT,Town,Orleans,1021,44.85,-72.021
Clermont,GA,Town,Hall,1021,34.48,-83.77
Yoncalla,OR,City,Douglas,1021,43.601,-123.293
Camargo,KY,City,Montgomery,1020,38,-83.889
Chapmanville,WV,Town,Logan,1020,37.971,-82.02
Mechanicsville,IA,City,Cedar,1020,41.906,-91.253
Montville,ME,Town,Waldo,1020,44.449,-69.277
New Cumberland,WV,City,Hancock,1020,40.527,-80.617
Parkers Prairie,MN,City,Otter Tail,1020,46.153,-95.33
Danville,OH,Village,Knox,1019,40.447,-82.261
Kellyville,OK,Town,Creek,1019,35.933,-96.209
Browning,MT,Town,Glacier,1018,48.556,-113.015
Troy,ME,Town,Waldo,1018,44.678,-69.252
Caddo,OK,Town,Bryan,1017,34.13,-96.27
Hill,NH,Town,Merrimack,1017,43.527,-71.761
Luttrell,TN,Town,Union,1017,36.21,-83.748
Rose Valley,PA,Borough,Delaware,1017,39.895,-75.385
Dickeyville,WI,Village,Grant,1015,42.626,-90.593
Iva,SC,Town,Anderson,1015,34.307,-82.664
Palouse,WA,City,Whitman,1015,46.91,-117.075
Plummer,ID,City,Benewah,1015,47.33,-116.885
Wittenberg,WI,Village,Shawano,1015,44.827,-89.167
Country Club Hills,MO,City,St. Louis,1014,38.721,-90.275
Hebron Estates,KY,City,Bullitt,1014,38.05,-85.668
La Monte,MO,City,Pettis,1014,38.772,-93.424
Lake Linden,MI,Village,Houghton,1014,47.195,-88.406
Lake Quivira,KS,City,Wyandotte;Johnson,1014,39.04,-94.77
Lawrenceville,VA,Town,Brunswick,1014,36.757,-77.854
Morgantown,IN,Town,Morgan,1014,39.373,-86.259
Petersburg,TX,City,Hale,1014,33.871,-101.597
Santa Anna,TX,Town,Coleman,1014,31.737,-99.325
Tabor,IA,City,Mills;Fremont,1014,40.895,-95.674
Bannockburn,IL,Village,Lake,1013,42.192,-87.87
Dunbar,PA,Borough,Fayette,1013,39.979,-79.615
Magnolia,OH,Village,Carroll;Stark,1013,40.653,-81.292
Nahunta,GA,City,Brantley,1013,31.206,-81.981
Convoy,OH,Village,Van Wert,1012,40.917,-84.706
Edina,MO,City,Knox,1012,40.168,-92.173
Hector,MN,City,Renville,1012,44.742,-94.713
Seelyville,IN,Town,Vigo,1012,39.493,-87.267
Tivoli,NY,Village,Dutchess,1012,42.054,-73.917
Independence,VA,Town,Grayson,1011,36.628,-81.151
Bolivar,NY,Village,Allegany,1010,42.068,-78.166
Brooks,ME,Town,Waldo,1010,44.53,-69.126
Flanagan,IL,Village,Livingston,1010,40.877,-88.86
Millport,AL,Town,Lamar,1010,33.556,-88.082
West Cape May,NJ,Borough,Cape May,1010,38.942,-74.939
Arnaudville,LA,Town,St. Landry;St. Martin,1009,30.402,-91.932
Clarkton,MO,City,Dunklin,1009,36.452,-89.968
Donald,OR,City,Marion,1009,45.222,-122.839
Luckey,OH,Village,Wood,1009,41.452,-83.483
Plandome Heights,NY,Village,Nassau,1009,40.801,-73.705
Wanatah,IN,Town,LaPorte,1009,41.43,-86.893
Dale,PA,Borough,Cambria,1008,40.312,-78.905
Gaston,NC,Town,Northampton,1008,36.495,-77.646
Lake George,NY,Village,Warren,1008,43.426,-73.715
Los Indios,TX,Town,Cameron,1008,26.049,-97.735
Rio Vista,TX,City,Johnson,1008,32.235,-97.375
Buffalo City,WI,City,Buffalo,1007,44.223,-91.866
Princeton,MO,City,Mercer,1007,40.396,-93.589
Camp Hill,AL,Town,Tallapoosa,1006,32.798,-85.656
Stover,MO,City,Morgan,1006,38.442,-92.99
Whitehall,MT,Town,Jefferson,1006,45.871,-112.097
Bird Island,MN,City,Renville,1005,44.765,-94.895
Califon,NJ,Borough,Hunterdon,1005,40.719,-74.837
Cascade,ID,City,Valley,1005,44.509,-116.044
Chevy Chase View,MD,Town,Montgomery,1005,39.019,-77.081
Grand Isle,LA,Town,Jefferson,1005,29.213,-90.029
Jamaica,VT,Town,Windham,1005,43.102,-72.818
Kibler,AR,City,Crawford,1005,35.427,-94.237
North Topsail Beach,NC,Town,Onslow,1005,34.489,-77.437
Overbrook,KS,City,Osage,1005,38.779,-95.557
Beavertown,PA,Borough,Snyder,1004,40.75,-77.171
Dexter,NY,Village,Jefferson,1004,44.011,-76.043
Meeker,OK,Town,Lincoln,1004,35.482,-96.896
Mound City,MO,City,Holt,1004,40.137,-95.234
Watterson Park,KY,City,Jefferson,1004,38.195,-85.682
Wolcottville,IN,Town,LaGrange;Noble,1004,41.526,-85.367
North Enid,OK,Town,Garfield,1003,36.446,-97.863
Odell,IL,Village,Livingston,1003,41.002,-88.522
Arapahoe,NE,City,Furnas,1002,40.305,-99.898
Auxvasse,MO,City,Callaway,1001,39.017,-91.896
Bradford,TN,Town,Gibson,1001,36.074,-88.816
Elsinboro,NJ,Township,Salem,1001,39.534,-75.5
Green Lake,WI,City,Green Lake,1001,43.842,-88.958
Lonaconing,MD,Town,Allegany,1001,39.567,-78.977
Mantua,OH,Village,Portage,1001,41.282,-81.222
Sugar Notch,PA,Borough,Luzerne,1001,41.194,-75.931
Bolivar,OH,Village,Tuscarawas,1000,40.651,-81.456
Erick,OK,City,Beckham,1000,35.215,-99.869
New Castle,NH,Town,Rockingham,1000,43.065,-70.715
Sedan,KS,City,Chautauqua,1000,37.128,-96.185
West Siloam Springs,OK,Town,Delaware,1000,36.176,-94.594
Scobey,MT,City,Daniels,999,48.791,-105.421
Branchville,SC,Town,Orangeburg,998,33.252,-80.816
Central City,PA,Borough,Somerset,998,40.11,-78.804
Marlinton,WV,Town,Pocahontas,998,38.226,-80.09
North Webster,IN,Town,Kosciusko,998,41.324,-85.697
Wellsville,MO,City,Montgomery,998,39.073,-91.569
Houston,MN,City,Houston,997,43.761,-91.571
Linden,TN,Town,Perry,997,35.612,-87.843
Littleton,ME,Town,Aroostook,997,46.232,-67.842
Morrisonville,IL,Village,Christian,997,39.422,-89.459
Rhodhiss,NC,Town,Burke;Caldwell,997,35.766,-81.432
Rush Springs,OK,Town,Grady,997,34.779,-97.957
Belfield,ND,City,Stark,996,46.886,-103.198
Colfax,IL,Village,McLean,996,40.567,-88.616
Garrett Park,MD,Town,Montgomery,996,39.036,-77.093
Hiram,OH,Village,Portage,996,41.31,-81.143
Honalo,HI,Census-Designated Place,Hawaii,996,19.579,-155.902
Lowellville,OH,Village,Mahoning,996,41.037,-80.542
Mount Ida,AR,City,Montgomery,996,34.549,-93.63
New Braintree,MA,Town,Worcester,996,42.318,-72.141
South Pekin,IL,Village,Tazewell,996,40.496,-89.652
Edwards,MS,Town,Hinds,995,32.333,-90.606
Fort Gaines,GA,City,Clay,995,31.625,-85.055
Oglethorpe,GA,City,Macon,995,32.294,-84.061
Sardis,GA,City,Burke,995,32.975,-81.762
Seadrift,TX,City,Calhoun,995,28.414,-96.715
Adair Village,OR,City,Benton,994,44.675,-123.218
Geary,OK,City,Canadian;Blaine,994,35.637,-98.317
Glenwillow,OH,Village,Cuyahoga,994,41.361,-81.471
Griswold,IA,City,Cass,994,41.234,-95.139
Lilbourn,MO,City,New Madrid,994,36.591,-89.613
Odebolt,IA,City,Sac,994,42.312,-95.254
Sumner,ME,Town,Oxford,994,44.369,-70.448
Wayne City,IL,Village,Wayne,994,38.348,-88.589
Yachats,OR,City,Lincoln,994,44.312,-124.102
Northville,NY,Village,Fulton,993,43.224,-74.17
Solomon,KS,City,Saline;Dickinson,993,38.921,-97.369
Barnard,VT,Town,Windsor,992,43.73,-72.624
Elton,LA,Town,Jefferson Davis,992,30.481,-92.698
Phil Campbell,AL,Town,Franklin,992,34.352,-87.706
Republic,WA,City,Ferry,992,48.649,-118.733
St Paul,TX,Town,Collin,992,33.047,-96.553
Steele,AL,Town,St. Clair,992,33.941,-86.192
Tilden,NE,City,Madison;Antelope,992,42.044,-97.832
Twisp,WA,Town,Okanogan,992,48.361,-120.116
Audubon Park,NJ,Borough,Camden,991,39.897,-75.089
Baxter Estates,NY,Village,Nassau,991,40.834,-73.695
Holiday Lakes,TX,Town,Brazoria,991,29.207,-95.511
Northfield,KY,City,Jefferson,991,38.286,-85.636
Obion,TN,Town,Obion,991,36.264,-89.194
Watkins,MN,City,Meeker,991,45.315,-94.411
Caliente,NV,City,Lincoln,990,37.612,-114.52
Galeton,PA,Borough,Potter,990,41.734,-77.644
Greene,IA,City,Butler;Floyd,990,42.897,-92.804
Greenwood,DE,Town,Sussex,990,38.807,-75.591
Leicester,VT,Town,Addison,990,43.872,-73.067
Wakeman,OH,Village,Huron,990,41.253,-82.403
Belmont,WI,Village,Lafayette,989,42.738,-90.335
Choudrant,LA,Village,Lincoln,989,32.533,-92.526
Saddle Rock,NY,Village,Nassau,989,40.794,-73.749
Sandisfield,MA,Town,Berkshire,989,42.108,-73.127
Summitville,IN,Town,Madison,989,40.337,-85.643
Tenaha,TX,Town,Shelby,989,31.944,-94.246
Timpson,TX,City,Shelby,989,31.907,-94.397
Alamance,NC,Village,Alamance,988,36.028,-79.489
Fairlee,VT,Town,Orange,988,43.936,-72.155
McCullom Lake,IL,Village,McHenry,988,42.369,-88.297
Onsted,MI,Village,Lenawee,988,42.007,-84.189
Fredericksburg,IA,City,Chickasaw,987,42.965,-92.196
New Hope,TN,City,Marion,987,34.998,-85.669
Scanlon,MN,City,Carlton,987,46.706,-92.43
Winchester,OH,Village,Adams,987,38.944,-83.654
Bloomfield,NE,City,Knox,986,42.598,-97.648
East Gull Lake,MN,City,Cass,986,46.404,-94.357
Elk Mound,WI,Village,Dunn,985,44.872,-91.678
Wamac,IL,City,Washington;Marion;Clinton,985,38.491,-89.148
Aurora,UT,City,Sevier,984,38.92,-111.934
Groton,VT,Town,Caledonia,984,44.237,-72.267
Harrisville,NH,Town,Cheshire,984,42.945,-72.104
Keewatin,MN,City,Itasca,984,47.401,-93.082
Moreauville,LA,Village,Avoyelles,984,31.034,-91.982
Cooperstown,ND,City,Griggs,983,47.445,-98.126
New Salem,MA,Town,Franklin,983,42.459,-72.329
Wurtland,KY,City,Greenup,983,38.55,-82.779
Highland,AR,City,Sharp,982,36.269,-91.52
Hulmeville,PA,Borough,Bucks,982,40.143,-74.907
Northwood,ND,City,Grand Forks,982,47.732,-97.565
Parrish,AL,Town,Walker,982,33.732,-87.28
Paullina,IA,City,O'Brien,982,42.98,-95.684
Alexandria,TN,Town,DeKalb,981,36.079,-86.038
Beach,ND,City,Golden Valley,981,46.915,-104.008
Flint Hill,MO,City,St. Charles,981,38.864,-90.868
Haxtun,CO,Town,Phillips,981,40.642,-102.63
Hiawassee,GA,City,Towns,981,34.946,-83.746
Roscommon,MI,Village,Roscommon,981,44.488,-84.59
Goodland,IN,Town,Newton,980,40.764,-87.295
Rosiclare,IL,City,Hardin,980,37.423,-88.351
Wortham,TX,Town,Freestone,980,31.79,-96.461
Burgin,KY,City,Mercer,979,37.757,-84.761
Elm Creek,NE,Village,Buffalo,979,40.72,-99.376
Mazon,IL,Village,Grundy,979,41.241,-88.423
Goshen,UT,Town,Utah,978,39.951,-111.901
Metolius,OR,City,Jefferson,978,44.587,-121.176
Millersport,OH,Village,Fairfield,978,39.896,-82.542
New Bethlehem,PA,Borough,Clarion,978,41.004,-79.328
Russell Gardens,NY,Village,Nassau,978,40.781,-73.725
Solon,ME,Town,Somerset,978,44.942,-69.796
Southmayd,TX,City,Grayson,978,33.625,-96.709
Foreman,AR,City,Little River,977,33.719,-94.398
Jeffersonville,GA,City,Twiggs,977,32.686,-83.343
Maud,TX,City,Bowie,977,33.33,-94.346
Nortonville,KY,City,Hopkins,977,37.186,-87.456
West Brownsville,PA,Borough,Washington,977,40.032,-79.892
Albany,VT,Town,Orleans,976,44.734,-72.338
Belmont,ME,Town,Waldo,976,44.378,-69.109
Gorman,TX,City,Eastland,976,32.214,-98.672
Lakeport,TX,City,Gregg,976,32.405,-94.71
Millville,PA,Borough,Columbia,976,41.121,-76.526
Prentiss,MS,Town,Jefferson Davis,976,31.597,-89.871
Alderson,WV,Town,Greenbrier;Monroe,975,37.728,-80.644
Farmersville,OH,Village,Montgomery,975,39.679,-84.427
Hagerman,NM,Town,Chaves,975,33.116,-104.332
Montezuma,KS,City,Gray,975,37.596,-100.444
Aynor,SC,Town,Horry,974,34,-79.207
Benson,VT,Town,Rutland,974,43.714,-73.299
Energy,IL,Village,Williamson,974,37.776,-89.023
Wenona,IL,City,Marshall;LaSalle,974,41.049,-89.052
Brunswick,NC,Town,Columbus,973,34.284,-78.703
New Salem,ND,City,Morton,973,46.844,-101.418
Newark,IL,Village,Kendall,973,41.537,-88.581
Seaman,OH,Village,Adams,973,38.931,-83.568
Andover,OH,Village,Ashtabula,972,41.607,-80.569
Carrizozo,NM,Town,Lincoln,972,33.643,-105.841
Grand Coulee,WA,City,Grant,972,47.94,-119.004
Laurel,NE,City,Cedar,972,42.428,-97.095
McGraw,NY,Village,Cortland,972,42.594,-76.098
Shady Point,OK,Town,Le Flore,972,35.128,-94.669
Bradner,OH,Village,Wood,971,41.324,-83.436
Burlingame,KS,City,Osage,971,38.752,-95.836
Morrill,ME,Town,Waldo,971,44.435,-69.167
Paradise,UT,Town,Cache,971,41.568,-111.833
Piedmont,SD,City,Meade,971,44.22,-103.377
Pleak,TX,Village,Fort Bend,971,29.488,-95.809
Alto,GA,Town,Habersham;Banks,970,34.465,-83.573
Castile,NY,Village,Wyoming,970,42.631,-78.053
Cherokee,AL,Town,Colbert,970,34.758,-87.966
Eddyville,IA,City,Monroe;Wapello;Mahaska,970,41.159,-92.63
Logan,NM,Village,Quay,970,35.356,-103.449
Nashwauk,MN,City,Itasca,970,47.381,-93.165
Palo Alto,PA,Borough,Schuylkill,970,40.686,-76.17
Williamsport,OH,Village,Pickaway,970,39.582,-83.121
Glandorf,OH,Village,Putnam,969,41.027,-84.079
Otisville,NY,Village,Orange,969,41.471,-74.54
Anna Maria,FL,City,Manatee,968,27.53,-82.734
Aurelia,IA,City,Cherokee,968,42.713,-95.437
Drexel,MO,City,Bates;Cass,968,38.501,-94.604
Grantsville,MD,Town,Garrett,968,39.697,-79.153
Hagerman,ID,City,Gooding,968,42.816,-114.898
Lansing,IA,City,Allamakee,968,43.361,-91.226
Yorkville,OH,Village,Jefferson;Belmont,968,40.154,-80.707
Ashton,IL,Village,Lee,967,41.868,-89.222
Fyffe,AL,Town,DeKalb,967,34.45,-85.905
Lumber City,GA,City,Telfair,967,31.933,-82.683
Merryville,LA,Town,Beauregard,967,30.756,-93.526
Rison,AR,City,Cleveland,967,33.956,-92.193
Allison,IA,City,Butler,966,42.752,-92.796
Baudette,MN,City,Lake of the Woods,966,48.712,-94.592
Ottoville,OH,Village,Putnam,966,40.934,-84.338
Poseyville,IN,Town,Posey,966,38.17,-87.783
Walker,MN,City,Cass,966,47.088,-94.582
Atkinson,IL,Town,Henry,965,41.413,-90.005
La Conner,WA,Town,Skagit,965,48.393,-122.494
Monongah,WV,Town,Marion,965,39.458,-80.221
Sheldon,IL,Village,Iroquois,965,40.771,-87.566
Lawrence,MI,Village,Van Buren,964,42.215,-86.057
Lorenzo,TX,City,Crosby,964,33.67,-101.536
Rapids City,IL,Village,Rock Island,964,41.579,-90.339
Sunflower,MS,Town,Sunflower,964,33.544,-90.537
Troy,KS,City,Doniphan,964,39.785,-95.093
Wayland,IA,City,Henry,964,41.148,-91.659
Worcester,VT,Town,Washington,964,44.412,-72.574
Anita,IA,City,Cass,963,41.444,-94.766
Exeter,ME,Town,Penobscot,963,44.964,-69.135
Fruitland,IA,City,Muscatine,963,41.347,-91.129
Highlandville,MO,City,Christian,963,36.939,-93.283
Norman Park,GA,City,Colquitt,963,31.269,-83.685
Tunnel Hill,GA,City,Whitfield,963,34.855,-85.037
Willards,MD,Town,Wicomico,963,38.392,-75.349
Athens,WV,Town,Mercer,962,37.421,-81.013
Baxter,IA,City,Jasper,962,41.825,-93.152
Calvert,TX,City,Robertson,962,30.979,-96.672
Fort Lawn,SC,Town,Chester,962,34.7,-80.899
Halsey,OR,City,Linn,962,44.383,-123.109
Harrington,ME,Town,Washington,962,44.608,-67.828
Jonestown,MS,Town,Coahoma,962,34.322,-90.454
Linesville,PA,Borough,Crawford,962,41.656,-80.422
Machiasport,ME,Town,Washington,962,44.666,-67.41
Red Cloud,NE,City,Webster,962,40.086,-98.522
Walton,IN,Town,Cass,962,40.662,-86.244
West Pelzer,SC,Town,Anderson,962,34.645,-82.472
Biwabik,MN,City,St. Louis,961,47.54,-92.342
Bloomfield,KY,City,Nelson,961,37.909,-85.309
Golden Beach,FL,Town,Miami-Dade,961,25.964,-80.121
Kenmare,ND,City,Ward,961,48.673,-102.072
Shellsburg,IA,City,Benton,961,42.093,-91.871
Cattaraugus,NY,Village,Cattaraugus,960,42.33,-78.868
Central Lake,MI,Village,Antrim,960,45.069,-85.262
Dighton,KS,City,Lane,960,38.481,-100.466
Goshen,MA,Town,Hampshire,960,42.443,-72.799
Henderson,MN,City,Sibley,960,44.527,-93.91
Kingfield,ME,Town,Franklin,960,44.984,-70.19
Liverpool,PA,Borough,Perry,960,40.573,-76.993
St Paul,IN,Town,Shelby;Decatur,960,39.428,-85.629
Stem,NC,Town,Granville,960,36.198,-78.718
Waynetown,IN,Town,Montgomery,960,40.088,-87.066
Whitney Point,NY,Village,Broome,960,42.331,-75.972
Chauncey,OH,Village,Athens,959,39.401,-82.127
Hagan,GA,City,Evans,959,32.153,-81.93
Stafford,KS,City,Stafford,959,37.962,-98.599
Hilltop,MN,City,Anoka,958,45.054,-93.25
New London,TX,City,Rusk,958,32.269,-94.93
Spiceland,IN,Town,Henry,958,39.837,-85.438
Derma,MS,Town,Calhoun,957,33.859,-89.288
Le Roy,MN,City,Mower,957,43.513,-92.508
Millersburg,IN,Town,Elkhart,957,41.526,-85.696
Electric City,WA,City,Grant,956,47.913,-119.046
Linn Valley,KS,City,Linn,956,38.376,-94.711
Ray City,GA,City,Berrien,956,31.076,-83.197
Scio,OR,City,Linn,956,44.705,-122.851
Texico,NM,City,Curry,956,34.389,-103.051
Walden,VT,Town,Caledonia,956,44.481,-72.236
Harlowton,MT,City,Wheatland,955,46.437,-109.835
Ivyland,PA,Borough,Bucks,955,40.208,-75.073
White Sulphur Springs,MT,City,Meagher,955,46.545,-110.904
Bethany Beach,DE,Town,Sussex,954,38.538,-75.064
Friend,NE,City,Saline,954,40.651,-97.284
Gulf Stream,FL,Town,Palm Beach,954,26.486,-80.057
Lynn,IN,Town,Randolph,954,40.049,-84.942
North Randall,OH,Village,Cuyahoga,954,41.432,-81.53
South Fork,PA,Borough,Cambria,954,40.362,-78.79
Underwood,IA,City,Pottawattamie,954,41.387,-95.68
Athens,ME,Town,Somerset,952,44.958,-69.67
Bray,OK,Town,Stephens,952,34.608,-97.818
Buhl,MN,City,St. Louis,952,47.498,-92.781
Cayuga,IN,Town,Vermillion,952,39.947,-87.465
Gowrie,IA,City,Webster,952,42.278,-94.29
Grant,MI,City,Newaygo,952,43.335,-85.806
Valders,WI,Village,Manitowoc,952,44.069,-87.886
Vass,NC,Town,Moore,952,35.254,-79.285
West Point,KY,City,Hardin,952,37.995,-85.954
Chevak,AK,City,Kusilvak,951,61.531,-165.597
Goodwell,OK,Town,Texas,951,36.594,-101.633
Gore,OK,Town,Sequoyah,951,35.543,-95.113
Harvard,NE,City,Clay,951,40.62,-98.096
Leland,IL,Village,LaSalle,951,41.616,-88.798
Franklin,GA,City,Heard,950,33.279,-85.098
Nauvoo,IL,City,Hancock,950,40.545,-91.383
Roslyn,WA,City,Kittitas,950,47.27,-121.141
Winona,MO,City,Shannon,950,37.004,-91.327
Wolcott,IN,Town,White,950,40.759,-87.042
Ashton,ID,City,Fremont,949,44.073,-111.449
Morrice,MI,Village,Shiawassee,949,42.836,-84.184
Morristown,MN,City,Rice,949,44.225,-93.445
Parshall,ND,City,Mountrail,949,47.956,-102.134
Preston,IA,City,Jackson,949,42.049,-90.397
Raymond,IL,Village,Montgomery,949,39.32,-89.575
Spring City,UT,City,Sanpete,949,39.48,-111.492
Altoona,AL,Town,Blount;Etowah,948,34.039,-86.306
Blue Mounds,WI,Village,Dane,948,43.017,-89.827
Blue Mountain,MS,Town,Tippah,948,34.674,-89.026
Carlton,MN,City,Carlton,948,46.656,-92.419
Garden Plain,KS,City,Sedgwick,948,37.659,-97.681
Milltown,WI,Village,Polk,948,45.521,-92.498
Linneus,ME,Town,Aroostook,947,46.044,-67.975
Manassa,CO,Town,Conejos,947,37.174,-105.937
Orlinda,TN,City,Robertson,947,36.594,-86.7
Winfield,TN,Town,Scott,947,36.567,-84.443
Woodlawn Park,KY,City,Jefferson,947,38.261,-85.631
Benton,WI,Village,Lafayette,946,42.57,-90.383
Chico,TX,City,Wise,946,33.296,-97.799
Martins Additions,MD,Village,Montgomery,946,38.98,-77.069
Moorcroft,WY,Town,Crook,946,44.264,-104.948
New Knoxville,OH,Village,Auglaize,946,40.494,-84.316
Red Lick,TX,City,Bowie,946,33.485,-94.162
Richland,MI,Village,Kalamazoo,946,42.372,-85.458
